,train,valid,test
Accuracy,0.9711259007453918,0.9379844665527344,0.9553831219673157
Precision,0.9711259007453918,0.9379844665527344,0.9553831219673157
Recall,0.9711259007453918,0.9379844665527344,0.9553831219673157
