,train,valid,test
Accuracy,0.954923152923584,0.9486433863639832,0.9612027406692505
Precision,0.954923152923584,0.9486433863639832,0.9612027406692505
Recall,0.954923152923584,0.9486433863639832,0.9612027406692505
