,train,valid,test
Accuracy,0.9994285702705383,0.9359999895095825,0.9333333373069763
Precision,0.9994285702705383,0.9359999895095825,0.9333333373069763
Recall,0.9994285702705383,0.9359999895095825,0.9333333373069763
