,train,valid,test
Accuracy,0.9988571405410767,0.9893333315849304,0.9946666955947876
Precision,0.9988571405410767,0.9893333315849304,0.9946666955947876
Recall,0.9988571405410767,0.9893333315849304,0.9946666955947876
