,train,valid,test
Accuracy,0.9038221836090088,0.9031007885932922,0.9194956421852112
Precision,0.9038221836090088,0.9031007885932922,0.9194956421852112
Recall,0.9038221836090088,0.9031007885932922,0.9194956421852112
